degree distribution (probability density function of the degree in logarithmic bins) 
1	0.00965685
2	0.494914
3	0.162175
4.36	0.105622
6.36842	0.032435
8.98529	0.0205208
13.2667	0.00640165
18.8387	0.00467754
26.2857	0.00149372
32	0.000150888

degree distribution (degree-occurrences) 
1	0.004
2	0.41
3	0.19
4	0.112
5	0.063
6	0.048
7	0.028
8	0.031
9	0.017
10	0.01
11	0.01
12	0.01
13	0.009
14	0.004
15	0.007
16	0.004
17	0.008
18	0.005
20	0.006
21	0.002
22	0.006
23	0.002
24	0.001
25	0.003
26	0.003
27	0.001
28	0.001
29	0.001
30	0.001
31	0.001
32	0.002

1	0.004
2	0.41
3	0.19
4	0.112
5	0.063
6	0.048
7	0.028
8	0.031
9	0.017
10	0.01
11	0.01
12	0.01
13	0.009
14	0.004
15	0.007
16	0.004
17	0.008
18	0.005
20	0.006
21	0.002
22	0.006
23	0.002
24	0.001
0	0
