1	56 
2	48 
3	69 
4	19 
5	2 
6	17 
7	41 
8	12 
9	54 
10	6 
11	12 
12	39 
13	72 
14	57 
15	2 
16	62 
17	62 
18	54 
19	34 
20	34 
21	57 
22	59 
23	73 
24	69 
25	23 
26	66 
27	69 
28	6 
29	67 
30	56 
31	26 
32	4 
33	26 
34	70 
35	50 
36	32 
37	57 
38	21 
39	19 
40	48 
41	57 
42	44 
43	48 
44	18 
45	24 
46	42 
47	47 
48	15 
49	34 
50	46 
51	67 
52	20 
53	9 
54	45 
55	34 
56	77 
57	13 
58	15 
59	12 
60	67 
61	24 
62	37 
63	37 
64	15 
65	33 
66	59 
67	40 
68	6 
69	5 
70	23 
71	51 
72	13 
73	15 
74	29 
75	50 
76	56 
77	46 
78	37 
79	18 
80	20 
81	6 
82	12 
83	32 
84	6 
85	15 
86	48 
87	54 
88	36 
89	57 
90	76 
91	20 
92	69 
93	51 
94	55 
95	55 
96	1 
97	59 
98	29 
99	36 
100	11 
101	24 
102	13 
103	23 
104	50 
105	19 
106	73 
107	76 
108	54 
109	1 
110	63 
111	8 
112	58 
113	73 
114	66 
115	12 
116	12 
117	31 
118	15 
119	10 
120	3 
121	34 
122	48 
123	23 
124	30 
125	13 
126	62 
127	43 
128	56 
129	2 
130	15 
131	10 
132	76 
133	70 
134	74 
135	5 
136	73 
137	64 
138	58 
139	29 
140	21 
141	57 
142	22 
143	47 
144	12 
145	72 
146	73 
147	57 
148	69 
149	50 
150	46 
151	12 
152	35 
153	42 
154	50 
155	18 
156	19 
157	55 
158	15 
159	21 
160	22 
161	69 
162	20 
163	43 
164	29 
165	28 
166	37 
167	17 
168	10 
169	48 
170	53 
171	57 
172	35 
173	70 
174	28 
175	44 
176	34 
177	72 
178	47 
179	15 
180	77 
181	77 
182	34 
183	34 
184	21 
185	64 
186	70 
187	8 
188	46 
189	48 
190	23 
191	77 
192	69 
193	73 
194	6 
195	72 
196	40 
197	7 
198	19 
199	65 
200	13 
201	55 
202	48 
203	10 
204	77 
205	34 
206	50 
207	73 
208	14 
209	4 
210	46 
211	73 
212	3 
213	70 
214	55 
215	63 
216	40 
217	72 
218	52 
219	27 
220	41 
221	50 
222	10 
223	58 
224	36 
225	27 
226	31 
227	19 
228	35 
229	48 
230	29 
231	57 
232	46 
233	10 
234	69 
235	56 
236	9 
237	62 
238	36 
239	11 
240	50 
241	17 
242	66 
243	69 
244	45 
245	15 
246	8 
247	29 
248	13 
249	70 
250	54 
251	59 
252	74 
253	10 
254	26 
255	57 
256	54 
257	61 
258	21 
259	51 
260	77 
261	32 
262	43 
263	20 
264	70 
265	19 
266	49 
267	71 
268	34 
269	70 
270	21 
271	76 
272	36 
273	46 
274	45 
275	19 
276	64 
277	33 
278	70 
279	36 
280	66 
281	29 
282	54 
283	75 
284	46 
285	70 
286	54 
287	77 
288	7 
289	18 
290	31 
291	7 
292	75 
293	24 
294	15 
295	6 
296	21 
297	72 
298	62 
299	57 
300	23 
301	48 
302	20 
303	75 
304	62 
305	60 
306	52 
307	20 
308	52 
309	61 
310	30 
311	60 
312	29 
313	73 
314	49 
315	29 
316	75 
317	72 
318	73 
319	70 
320	1 
321	48 
322	47 
323	69 
324	44 
325	29 
326	38 
327	12 
328	63 
329	19 
330	51 
331	61 
332	21 
333	19 
334	72 
335	73 
336	71 
337	30 
338	47 
339	47 
340	18 
341	56 
342	19 
343	12 
344	34 
345	34 
346	19 
347	27 
348	49 
349	50 
350	68 
351	53 
352	73 
353	10 
354	66 
355	34 
356	46 
357	4 
358	77 
359	33 
360	2 
361	2 
362	71 
363	65 
364	29 
365	2 
366	47 
367	54 
368	20 
369	39 
370	10 
371	23 
372	23 
373	38 
374	8 
375	29 
376	39 
377	59 
378	47 
379	65 
380	57 
381	1 
382	15 
383	27 
384	10 
385	63 
386	1 
387	55 
388	23 
389	77 
390	57 
391	50 
392	72 
393	55 
394	41 
395	12 
396	77 
397	33 
398	77 
399	2 
400	28 
401	48 
402	45 
403	75 
404	4 
405	55 
406	29 
407	25 
408	9 
409	29 
410	28 
411	42 
412	70 
413	42 
414	29 
415	59 
416	22 
417	11 
418	42 
419	74 
420	12 
421	50 
422	73 
423	55 
424	55 
425	3 
426	13 
427	39 
428	36 
429	47 
430	70 
431	21 
432	18 
433	74 
434	76 
435	24 
436	3 
437	69 
438	55 
439	55 
440	1 
441	21 
442	20 
443	51 
444	6 
445	31 
446	40 
447	48 
448	72 
449	57 
450	70 
451	23 
452	19 
453	77 
454	55 
455	48 
456	77 
457	29 
458	31 
459	41 
460	62 
461	62 
462	51 
463	48 
464	6 
465	10 
466	55 
467	10 
468	53 
469	53 
470	3 
471	24 
472	72 
473	14 
474	73 
475	29 
476	72 
477	50 
478	16 
479	50 
480	11 
481	28 
482	23 
483	21 
484	20 
485	54 
486	46 
487	77 
488	16 
489	24 
490	37 
491	29 
492	38 
493	72 
494	57 
495	73 
496	73 
497	70 
498	51 
499	19 
500	55 
501	19 
502	37 
503	48 
504	29 
505	34 
506	29 
507	1 
508	50 
509	68 
510	22 
511	15 
512	29 
513	34 
514	10 
515	20 
516	54 
517	25 
518	17 
519	73 
520	12 
521	40 
522	76 
523	10 
524	2 
525	75 
526	52 
527	21 
528	47 
529	14 
530	77 
531	66 
532	13 
533	13 
534	1 
535	57 
536	16 
537	1 
538	28 
539	77 
540	48 
541	1 
542	55 
543	12 
544	21 
545	6 
546	3 
547	1 
548	49 
549	20 
550	75 
551	69 
552	42 
553	47 
554	75 
555	74 
556	38 
557	51 
558	25 
559	1 
560	48 
561	32 
562	1 
563	73 
564	52 
565	6 
566	57 
567	74 
568	12 
569	57 
570	70 
571	24 
572	19 
573	47 
574	20 
575	34 
576	51 
577	23 
578	68 
579	1 
580	68 
581	34 
582	42 
583	13 
584	63 
585	27 
586	72 
587	47 
588	75 
589	50 
590	39 
591	1 
592	47 
593	25 
594	72 
595	2 
596	23 
597	75 
598	1 
599	50 
600	27 
601	20 
602	6 
603	42 
604	4 
605	37 
606	38 
607	34 
608	24 
609	70 
610	27 
611	51 
612	23 
613	15 
614	70 
615	62 
616	47 
617	14 
618	59 
619	45 
620	6 
621	74 
622	60 
623	29 
624	49 
625	55 
626	19 
627	46 
628	21 
629	46 
630	45 
631	13 
632	57 
633	57 
634	18 
635	75 
636	53 
637	12 
638	73 
639	75 
640	23 
641	69 
642	5 
643	6 
644	16 
645	56 
646	19 
647	21 
648	12 
649	43 
650	37 
651	34 
652	72 
653	1 
654	74 
655	57 
656	73 
657	27 
658	73 
659	14 
660	29 
661	42 
662	70 
663	46 
664	20 
665	36 
666	20 
667	72 
668	42 
669	29 
670	32 
671	21 
672	27 
673	6 
674	1 
675	13 
676	2 
677	47 
678	21 
679	61 
680	57 
681	12 
682	47 
683	49 
684	46 
685	69 
686	3 
687	31 
688	6 
689	69 
690	5 
691	61 
692	45 
693	47 
694	18 
695	19 
696	66 
697	56 
698	23 
699	73 
700	13 
701	14 
702	55 
703	56 
704	29 
705	23 
706	20 
707	61 
708	55 
709	61 
710	46 
711	66 
712	46 
713	77 
714	77 
715	3 
716	75 
717	73 
718	48 
719	53 
720	23 
721	19 
722	63 
723	62 
724	13 
725	60 
726	42 
727	34 
728	34 
729	2 
730	72 
731	47 
732	43 
733	45 
734	53 
735	36 
736	52 
737	70 
738	9 
739	70 
740	1 
741	10 
742	74 
743	73 
744	9 
745	13 
746	11 
747	34 
748	57 
749	20 
750	46 
751	21 
752	12 
753	77 
754	45 
755	54 
756	70 
757	19 
758	72 
759	72 
760	34 
761	61 
762	6 
763	72 
764	72 
765	41 
766	46 
767	60 
768	18 
769	15 
770	54 
771	70 
772	10 
773	45 
774	19 
775	34 
776	11 
777	37 
778	23 
779	18 
780	70 
781	6 
782	10 
783	73 
784	15 
785	1 
786	43 
787	23 
788	47 
789	38 
790	77 
791	12 
792	31 
793	36 
794	31 
795	53 
796	12 
797	77 
798	46 
799	46 
800	12 
801	10 
802	38 
803	61 
804	69 
805	3 
806	10 
807	12 
808	73 
809	10 
810	77 
811	73 
812	74 
813	59 
814	15 
815	1 
816	62 
817	74 
818	21 
819	24 
820	62 
821	23 
822	53 
823	63 
824	46 
825	77 
826	20 
827	70 
828	21 
829	72 
830	74 
831	46 
832	34 
833	69 
834	6 
835	69 
836	62 
837	12 
838	10 
839	46 
840	1 
841	1 
842	12 
843	34 
844	54 
845	10 
846	31 
847	13 
848	72 
849	1 
850	45 
851	12 
852	12 
853	23 
854	53 
855	42 
856	47 
857	29 
858	6 
859	77 
860	54 
861	3 
862	10 
863	10 
864	20 
865	36 
866	12 
867	51 
868	1 
869	70 
870	18 
871	73 
872	73 
873	48 
874	47 
875	50 
876	74 
877	75 
878	47 
879	21 
880	48 
881	23 
882	75 
883	19 
884	47 
885	1 
886	24 
887	46 
888	50 
889	73 
890	48 
891	36 
892	70 
893	47 
894	50 
895	59 
896	69 
897	72 
898	27 
899	45 
900	21 
901	47 
902	21 
903	56 
904	77 
905	62 
906	24 
907	73 
908	50 
909	13 
910	72 
911	19 
912	75 
913	57 
914	19 
915	12 
916	77 
917	72 
918	56 
919	29 
920	56 
921	46 
922	18 
923	57 
924	47 
925	19 
926	53 
927	72 
928	69 
929	10 
930	46 
931	57 
932	45 
933	57 
934	34 
935	42 
936	34 
937	48 
938	18 
939	10 
940	20 
941	57 
942	48 
943	34 
944	48 
945	57 
946	15 
947	23 
948	70 
949	77 
950	70 
951	50 
952	46 
953	55 
954	48 
955	1 
956	19 
957	21 
958	47 
959	1 
960	1 
961	21 
962	6 
963	20 
964	69 
965	6 
966	19 
967	20 
968	46 
969	48 
970	48 
971	23 
972	10 
973	55 
974	77 
975	73 
976	77 
977	69 
978	55 
979	20 
980	70 
981	1 
982	6 
983	34 
984	70 
985	77 
986	46 
987	29 
988	23 
989	12 
990	57 
991	47 
992	70 
993	10 
994	21 
995	10 
996	19 
997	46 
998	34 
999	10 
1000	19 
