degree distribution (probability density function of the degree in logarithmic bins) 
1	0.00976251
2	0.552639
3	0.150709
4.37063	0.0883675
6.375	0.0385748
9.07692	0.0202115
13.0263	0.0083817
18.2222	0.00281634
26.1905	0.00233075

degree distribution (degree-occurrences) 
1	0.004
2	0.45
3	0.173
4	0.09
5	0.053
6	0.055
7	0.033
8	0.025
9	0.021
10	0.008
11	0.011
12	0.011
13	0.017
14	0.008
15	0.002
16	0.005
17	0.003
18	0.001
19	0.003
20	0.004
21	0.002
22	0.002
23	0.004
24	0.002
25	0.003
26	0.002
27	0.001
30	0.005
31	0.002

1	0.004
2	0.45
3	0.173
4	0.09
5	0.053
6	0.055
7	0.033
8	0.025
9	0.021
10	0.008
11	0.011
12	0.011
13	0.017
14	0.008
15	0.002
16	0.005
17	0.003
0	0
