,system,l1,l2,features,theta,intercept,coefficients,accuracy,auroc,aupr,log_penalty
0,london,1,2,{'emb'},0.05,0.0,[0.83787215],0.8044692737430168,0.6097222222222222,0.8612861810092469,-16.0
1,london,1,2,{'emb'},0.14,0.0,[0.88266271],0.8054711246200608,0.6636792452830189,0.8838529511508757,-16.0
2,london,1,2,{'emb'},0.22999999999999998,0.0,[0.15077459],0.8222996515679443,0.8487038883349951,0.9534589139467237,-16.0
3,london,1,2,{'emb'},0.32,0.0,[0.2778472],0.812,0.8852321559584949,0.9711027964616565,-16.0
4,london,1,2,{'emb'},0.41,0.0,[0.31271854],0.8034934497816594,0.8708937198067633,0.9546341382773841,-16.0
5,london,1,2,{'emb'},0.49999999999999994,0.0,[0.2420629],0.8080808080808081,0.9207236842105264,0.9798544704570706,-16.0
6,london,1,2,{'emb'},0.5900000000000001,0.0,[0.11770089],0.8165680473372781,0.8936418887330527,0.9748492834897539,-16.0
7,london,1,2,{'emb'},0.68,0.0,[0.07278639],0.7886178861788617,0.8977002379064235,0.9699652251434894,-16.0
8,london,1,2,{'emb'},0.77,0.0,[0.03667432],0.7804878048780488,0.9774305555555556,0.9939887406702724,-16.0
9,london,1,2,{'emb'},0.86,0.0,[-0.10205403],0.19642857142857142,0.0202020202020202,0.6045348439470076,-16.0
10,london,1,2,{'emb'},0.95,0.0,[-0.15259384],0.07692307692307693,0.0,0.7798606486106486,-16.0
