degree distribution (probability density function of the degree in logarithmic bins) 
1	0.0224794
2	0.700028
3	0.184872
4	0.0764881
5.34375	0.0784864
7.32143	0.025325
10.0952	0.0140084
13.125	0.0078717
18.2222	0.00326565
21	0.000267611

degree distribution (degree-occurrences) 
1	0.008
2	0.458
3	0.164
4	0.092
5	0.084
6	0.044
7	0.038
8	0.018
9	0.014
10	0.01
11	0.018
12	0.014
13	0.008
14	0.002
15	0.008
16	0.004
18	0.004
19	0.008
20	0.002
21	0.002

1	0.008
2	0.458
3	0.164
4	0.092
5	0.084
6	0.044
7	0.038
8	0.018
9	0.014
10	0.01
11	0.018
12	0.014
13	0.008
14	0.002
15	0.008
0	0
