1	32
1	38
1	56
1	63
2	70
2	80
2	85
2	87
3	17
3	26
3	28
3	50
4	5
4	11
4	13
4	34
5	4
5	11
5	34
5	85
6	8
6	16
6	25
6	44
7	21
7	22
7	40
7	51
8	6
8	24
8	44
8	87
9	17
9	26
9	28
9	50
10	21
10	22
10	40
10	51
11	4
11	5
11	13
11	34
12	14
12	32
12	34
12	56
13	4
13	11
13	34
13	100
14	12
14	38
14	56
14	63
15	56
15	63
15	68
15	74
16	6
16	24
16	25
16	44
17	3
17	9
17	26
17	28
17	50
18	70
18	76
18	80
18	85
18	87
19	69
19	81
19	83
19	86
19	88
20	60
20	66
20	68
20	69
20	71
21	7
21	10
21	22
21	40
21	51
22	7
22	10
22	21
22	40
22	51
23	70
23	76
23	80
23	85
23	87
24	8
24	16
24	25
24	44
24	73
25	6
25	16
25	24
25	44
25	57
26	3
26	9
26	17
26	28
26	50
27	43
27	46
27	48
27	49
27	52
28	3
28	9
28	17
28	26
28	50
29	62
29	66
29	68
29	69
29	71
30	43
30	59
30	61
30	67
30	74
31	90
31	92
31	97
31	98
31	100
32	1
32	12
32	38
32	56
32	63
33	62
33	66
33	68
33	69
33	71
34	4
34	5
34	11
34	12
34	13
35	81
35	83
35	84
35	86
35	88
36	43
36	46
36	48
36	49
36	52
37	45
37	70
37	76
37	80
37	85
37	87
38	1
38	14
38	32
38	56
38	63
38	98
39	41
39	42
39	58
39	72
39	73
39	75
40	7
40	10
40	21
40	22
40	51
40	94
41	39
41	42
41	45
41	72
41	73
41	75
42	39
42	41
42	58
42	72
42	73
42	75
43	27
43	30
43	36
43	46
43	49
43	52
44	6
44	8
44	16
44	24
44	25
44	62
45	37
45	41
45	58
45	72
45	73
45	75
46	27
46	36
46	43
46	48
46	49
46	52
47	81
47	83
47	84
47	86
47	88
48	27
48	36
48	46
48	49
48	52
48	84
49	27
49	36
49	43
49	46
49	48
49	52
50	3
50	9
50	17
50	26
50	28
50	81
51	7
51	10
51	21
51	22
51	40
51	79
52	27
52	36
52	43
52	46
52	48
52	49
53	57
53	60
53	61
53	67
53	74
53	78
54	82
54	89
54	91
54	95
54	96
54	99
55	81
55	83
55	84
55	86
55	88
55	95
56	1
56	12
56	14
56	15
56	32
56	38
56	63
57	25
57	53
57	59
57	60
57	61
57	67
57	74
58	39
58	42
58	45
58	72
58	73
58	75
58	89
59	30
59	57
59	60
59	61
59	67
59	74
59	97
60	20
60	53
60	57
60	59
60	61
60	67
60	74
61	30
61	53
61	57
61	59
61	60
61	67
61	74
62	29
62	33
62	44
62	66
62	68
62	69
62	71
63	1
63	14
63	15
63	32
63	38
63	56
63	80
64	79
64	90
64	92
64	93
64	97
64	98
64	100
65	82
65	89
65	91
65	94
65	95
65	96
65	99
66	20
66	29
66	33
66	62
66	68
66	69
66	71
67	30
67	53
67	57
67	59
67	60
67	61
67	74
68	15
68	20
68	29
68	33
68	62
68	66
68	69
68	71
69	19
69	20
69	29
69	33
69	62
69	66
69	68
69	71
70	2
70	18
70	23
70	37
70	76
70	80
70	85
70	87
71	20
71	29
71	33
71	62
71	66
71	68
71	69
71	83
72	39
72	41
72	42
72	45
72	58
72	73
72	75
72	93
73	24
73	39
73	41
73	42
73	45
73	58
73	72
73	75
74	15
74	30
74	53
74	57
74	59
74	60
74	61
74	67
75	39
75	41
75	42
75	45
75	58
75	72
75	73
75	76
76	18
76	23
76	37
76	70
76	75
76	80
76	85
76	87
77	82
77	89
77	90
77	91
77	94
77	95
77	96
77	99
78	53
78	79
78	90
78	92
78	93
78	97
78	98
78	100
79	51
79	64
79	78
79	90
79	92
79	93
79	97
79	98
79	100
80	2
80	18
80	23
80	37
80	63
80	70
80	76
80	85
80	87
81	19
81	35
81	47
81	50
81	55
81	83
81	84
81	86
81	88
82	54
82	65
82	77
82	89
82	91
82	94
82	95
82	96
82	99
83	19
83	35
83	47
83	55
83	71
83	81
83	84
83	86
83	88
84	35
84	47
84	48
84	55
84	81
84	83
84	86
84	88
85	2
85	5
85	18
85	23
85	37
85	70
85	76
85	80
85	87
86	19
86	35
86	47
86	55
86	81
86	83
86	84
86	88
86	91
87	2
87	8
87	18
87	23
87	37
87	70
87	76
87	80
87	85
88	19
88	35
88	47
88	55
88	81
88	83
88	84
88	86
88	99
89	54
89	58
89	65
89	77
89	82
89	91
89	94
89	95
89	96
89	99
90	31
90	64
90	77
90	78
90	79
90	92
90	93
90	97
90	98
90	100
91	54
91	65
91	77
91	82
91	86
91	89
91	94
91	95
91	96
91	99
92	31
92	64
92	78
92	79
92	90
92	93
92	96
92	97
92	98
92	100
93	64
93	72
93	78
93	79
93	90
93	92
93	97
93	98
93	100
94	40
94	65
94	77
94	82
94	89
94	91
94	95
94	96
94	99
95	54
95	55
95	65
95	77
95	82
95	89
95	91
95	94
95	96
95	99
96	54
96	65
96	77
96	82
96	89
96	91
96	92
96	94
96	95
96	99
97	31
97	59
97	64
97	78
97	79
97	90
97	92
97	93
97	98
97	100
98	31
98	38
98	64
98	78
98	79
98	90
98	92
98	93
98	97
98	100
99	54
99	65
99	77
99	82
99	88
99	89
99	91
99	94
99	95
99	96
100	13
100	31
100	64
100	78
100	79
100	90
100	92
100	93
100	97
100	98
