degree distribution (probability density function of the degree in logarithmic bins) 
1	0.0224794
2	0.654175
3	0.209672
4	0.0881276
5.32692	0.0637702
7.42308	0.0235161
9.53846	0.0173438
13.4	0.00737972
18	0.00544274
21	0.000535223

degree distribution (degree-occurrences) 
1	0.008
2	0.428
3	0.186
4	0.106
5	0.07
6	0.034
7	0.03
8	0.022
9	0.032
10	0.012
11	0.008
12	0.004
13	0.014
14	0.008
15	0.004
16	0.006
17	0.002
18	0.01
19	0.01
20	0.002
21	0.004

1	0.008
2	0.428
3	0.186
4	0.106
5	0.07
6	0.034
7	0.03
8	0.022
9	0.032
10	0.012
11	0.008
12	0.004
13	0.014
14	0.008
15	0.004
0	0
